id,entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,imagen_2,imagen_3,imagen_4,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,beneficiarios,mano_obra,compromiso,destacada,ba_elige,link_interno,pliego_descarga,expediente-numero,estudio_ambiental_descarga,financiamiento
1187,Barrio Papa Francisco,Barrio Papa Francisco: Sector 4,Finalizada,Vivienda,Instituto de la Vivienda,"Barrio Papa Francisco, Etapa 2. 244 Viviendas, 12 Locales Comerciales Y Obras Exteriores. Tipología Planta Baja + 3 Pisos. Avda. Escalada y Avda. Fernández De La Cruz, Barrio Villa Lugano, Comuna 8.",228882850,8,Villa Lugano,"Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",-34.673147,-58.458364,01/06/2017,15/07/2019,16,100,https://cdn2.buenosaires.gob.ar/baobras/ivc5/1187.jpg,https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_papafrancisco_etapa2_conorvial_foto2.jpg,,,Conorvial S.A,2016,,,33504596309,736,260,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-papa-francisco,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=128792,,,
1188,Barrio Papa Francisco,Barrio Papa Francisco: Sector 5,Finalizada,Vivienda,Instituto de la Vivienda,"Barrio Papa Francisco, Etapa 2. 244 Viviendas, 12 Locales Comerciales Y Obras Exteriores. Tipología Planta Baja + 3 Pisos. Avda. Escalada y Avda. Fernández De La Cruz, Barrio Villa Lugano, Comuna 8.",83509547,8,Villa Lugano,"Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",-34.673147,-58.458364,01/06/2017,15/07/2019,16,100,https://cdn2.buenosaires.gob.ar/baobras/ivc5/1188.jpg,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_vivienda.png,,,Conorvial S.A,2016,Licitación Pública,140/17,33504596309,240,100,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-papa-francisco,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=128792,,,
1189,Barrio Papa Francisco,Barrio Papa Francisco: Infraestructura 1,Finalizada,Hidráulica e Infraestructura,Instituto de la Vivienda,"Barrio Papa Francisco, Etapa 3. Infraestructura (Para La Etapa 1 Y Etapa 2). Avda. Escalada y Avda. Fernández De La Cruz, Barrio Villa Lugano, Comuna 8.",41731397,8,Villa Lugano,"Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",-34.673147,-58.458364,24/11/2017,31/07/2018,8,100,https://cdn2.buenosaires.gob.ar/baobras/ivc5/1189.jpg,,,,Conorvial S.A,2017,,,33504596309,2706.4,40,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-papa-francisco,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=130147,,,
1190,Barrio Papa Francisco,Barrio Papa Francisco: Infraestructura 2,Finalizada,Hidráulica e Infraestructura,Instituto de la Vivienda,"Barrio Papa Francisco, Etapa 4. Infraestructura. Avda. Escalada y Avda. Fernández De La Cruz, Barrio Villa Lugano, Comuna 8",143231737,8,Villa Lugano,"Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",-34.673147,-58.458364,24/11/2017,30/11/2018,12,100,https://cdn2.buenosaires.gob.ar/baobras/ivc5/1190.jpg,,,,Conorvial S.A,2017,,,33504596309,2958,60,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-papa-francisco,https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-DIS-IVC-IVC-IVC-601-17-ANX.pdf,,,
1191,Barrio Papa Francisco,Barrio Papa Francisco: Etapa 5,Finalizada,Vivienda,Instituto de la Vivienda,"Barrio Papa Francisco, Etapa 5. 420 Viviendas, 28 Locales Comerciales, Obras Exteriores Y Sector Patio De Juegos. Tipología Planta Baja + 4 Pisos. Avda. Escalada y Avda. Fernández De La Cruz, Barrio Lugano, Comuna",285332963,8,Villa Lugano,"Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",-34.673147,-58.458364,10/12/2017,31/05/2019,17,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1191.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1191-2.jpg,,,Conorvial S.A,2017,,,33504596309,1680,250,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-papa-francisco,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=131687,,,
1192,Barrio Papa Francisco,Barrio Papa Francisco: Etapa 6,En ejecución,Vivienda,Instituto de la Vivienda,"Barrio Papa Francisco, Etapa 6. 486 Viviendas, 32 Locales Comerciales Y Obras Exteriores. Tipología Planta Baja + 4 Pisos. Avda. Escalada y Avda. Fernández De La Cruz, Barrio Villa Lugano, Comuna 8",300006959,8,Villa Lugano,"Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",-34.673147,-58.458364,10/12/2017,31/03/2020,17,95,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1192.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1192-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1192-3.jpg,,Vidogar Construcciones S.A,2017,,,30553433564,1944,175,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-papa-francisco,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=131691,,,
1193,Barrio Rodrigo Bueno,Barrio Rodrigo Bueno: Vivienda,Finalizada,Vivienda,Instituto de la Vivienda,"Barrio Rodrigo Bueno Etapa 2. 612 Viviendas, 53 Locales Comerciales Y Obras Exteriores. Tipología Pb + 1 Piso / Pb + 2 Pisos / Pb + 3 Pisos. Av. España, Reserva Ecológica Costanera Sur y Macizo Rodrigo Bueno. Barrio Puerto Madero. Comuna 1",314660453,4,La Boca,España Av. 1800,-34.6186580855323,-58.3558241555364,01/03/2018,30/05/2019,14,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1193.jpg,,,,Criba S.A.,2017,Licitación Pública,35--IVC-2017,30505454436,2252,102,SI,SI,,https://www.buenosaires.gob.ar/baobras/barrio-rodrigo-bueno,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=133302,15798534--IVC-2017,,
1194,Barrio Fraga,Barrio Fraga: Vivienda,Finalizada,Vivienda,Instituto de la Vivienda,"Barrio Fraga, Etapa 2. 678 Viviendas, 70 Locales Comerciales y Obras Exteriores. Tipología Pb + 2 / 4 / 8 Pisos. Prolong. Av. Triunvirato, Av. Elcano, Guevara, Prolong. Céspedes, Prolong. Teodoro García y Vías Ffcc Urquiza. Barrio Chacarita, Comuna 15.",314876218,15,Chacarita,"Fraga Y Garcia, Teodoro",-34.5838462067095,-58.4545862691855,01/03/2018,31/12/2019,16,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1194.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1194-2.jpg,,,Conorvial S.A - CRIBA S.A. - PECAM S.A.,2017,Licitación Pública,37--IVC-2017,33504596309,2688,115,SI,SI,,https://www.buenosaires.gob.ar/baobras/barrio-fraga,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=133786,16116111--IVC-2017,,
1195,Plan 54 escuelas,Jardín de Infantes Integral N.° 9 D.E. 21,Finalizada,Escuelas,Ministerio de Educación,Inicial,6339454,8,Villa Lugano,"Olascoaga, Manuel Jose, Cnel. 5001",-34.6837925306282,-58.4664197684055,10/02/2016,30/03/2017,22,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1195.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1195-2.jpg,,,CO SE BA CONSTRUCCIONES Y SERVICIOS BUENOS AIRES S A,,,,30678613033,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,,,,
1196,Plan 54 escuelas,Jardín de Infantes Integral N.° 3 D.E. 15,Finalizada,Escuelas,Ministerio de Educación,Inicial,5977447,12,Saavedra,Besares 4327,-34.5532471879329,-58.4891515969512,10/02/2016,30/03/2017,13,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1196.jpeg,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_jardinintegral3_foto2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1196-3.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_jardinintegral3_foto1.jpg,CO SE BA CONSTRUCCIONES Y SERVICIOS BUENOS AIRES S A,,,,30678613033,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,,,,
1197,Plan 54 escuelas,Jardín de Infantes Integral N.° 10 D.E. 4,Finalizada,Escuelas,Ministerio de Educación,Inicial,6499921,4,La Boca,Martín Rodriguez 425,-34.632609,-58.363279,20/05/2015,30/06/2017 ,45,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1197.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1197-2.jpg,,,Teximco S.A.,,,,30640087257,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=119036,,,
1198,Plan 54 escuelas,Jardín de Infantes Integral N.° 14 D.E. 5,Finalizada,Escuelas,Ministerio de Educación,Inicial,5006510,4,Parque Patricios,"Garcia, Manuel 370",-34.6402246871334,-58.3956508068744,10/05/2016,30/04/2017,11,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1198.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1198-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1198-3.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_jardinintegral14_foto3.png,Aparo Pablo Gustavo,,,,20183895630,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=118764,,,
1199,Plan 54 escuelas,Jardín de Infantes Integral N.° 14 D.E. 19,Finalizada,Escuelas,Ministerio de Educación,Inicial,2457851,7,Flores,Varela Av. 1802,-34.6472542942023,-58.4492064239884,05/12/2016,30/03/2017,3,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1199.jpg ,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_jardinintegral_foto1.JPG,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1199-3.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_jardinintegral_foto3.JPG,Dilthey S.A.,,,,30711331847,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,,,,
1201,Plan 54 escuelas,Polo educativo Mataderos - Jardín de Infantes Integral N.° 9 D.E. 20,Finalizada,Escuelas,Ministerio de Educación,Inicial,21196862,9,Mataderos,Murguiondo Y Directorio Av.,-34.6581634536087,-58.4997860090178,01/11/2016,28/02/2018,15,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1201.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1201-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1201-3.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1201-4.jpg,Urban Baires S.A.,2016,Licitación Pública,731--SSCRYAC-2016,30711290075,,19,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=127305,15050172--MGEYA-2016,,
1202,Plan 54 escuelas,Jardín de Infantes Integral N.° 11 D.E. 6,Finalizada,Escuelas,Ministerio de Educación,Inicial,22479783,3,Balvanera,Republica Bolivariana De Venezuela 3269,-34.6165805868625,-58.412162554582,01/03/2017,15/05/2018,14,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1202.jpeg,,,,Urban Baires S.A.,,,,30711290075,,28,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=127955,,,
1203,Plan 54 escuelas,ENS N.° 3 «Bernardino Rivadavia»,Finalizada,Escuelas,Ministerio de Educación,Inicial,13637154,1,San Telmo,Peru 1236,-34.6224777115059,-58.374093138452,01/04/2016,13/02/2019,34,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1203.jpeg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1203-2.jpeg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1203-3.jpeg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1203-4.jpeg,Warlet S.A.,,,,30700435853,,24,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,,,,
1204,Plan 54 escuelas,Jardín de Infantes Integral N.° 5 D.E. 14,Finalizada,Escuelas,Ministerio de Educación,Inicial,24848023,15,Paternal,Chorroarin Av. 305,-34.5947388376546,-58.4768801046065,02/05/2017,30/06/2018,14,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1204.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1204-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1204-3.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1204-4.jpg,Ingenor S.A,,,,30631453461,,16,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=128599,,,
1205,Plan 54 escuelas,Escuela Primaria N.° 6 D.E. 20 «Prof. Felipe Boero»,En ejecución,Escuelas,Ministerio de Educación,Primaria,55579351,9,Mataderos,"Peron, Eva Av. 7449",-34.6736313055008,-58.5011727141133,22/11/2017,30/09/2020,34,80,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1205.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1205-2.jpeg ,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1205-3.jpg,,Mediterraneo S.A,,,,30566480618,,2,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=132755,,,
1206,Plan 54 escuelas,Polo Educativo Lugano - Jardín de Infantes Común N.° 15 D.E. 21 ,Finalizada,Escuelas,Ministerio de Educación,Inicial,89538867,8,Villa Lugano,"Fonrouge Y Barros Pazos, Jose",-34.6768899732447,-58.4675914106227,15/11/2016,30/07/2018,20,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1206.jpeg,,,,Teximco S.A.,,,,30640087257,,50,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://documentosboletinoficial.buenosaires.gob.ar/publico/20180809.pdf ,,,
1207,Plan 54 escuelas,Jardín Infantil Integral N.° 16 D.E. 21,Finalizada,Escuelas,Ministerio de Educación,Inicial,16092880,8,Villa Lugano,"Bermejo, Antonio Dr. 6675",-34.6824959202973,-58.486869743134,28/03/2018,15/06/2019 ,14,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1207-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1207-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1207-3.JPG,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1207-4.JPG,,,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=133616,,,
1208,Plan 54 escuelas,Jardín de Infantes Integral N.° 13 D.E. 4,Finalizada,Escuelas,Ministerio de Educación,Inicial,59200269,1,Puerto Madero,"Calabria Av. Y Vera Peñaloza, Rosario, dique 1",-34.617157,-58.358086,15/03/2018,01/02/2019,11,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1208.jpeg,,,,CORPORACIÓN ANTIGUO PUERTO MADERO S.A.,,,,30640022392,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://documentosboletinoficial.buenosaires.gob.ar/publico/20190124.pdf ,,,
1209,Plan 54 escuelas,Jardín de Infantes Integral N.° 17 D.E. 21,Finalizada,Escuelas,Ministerio de Educación,Inicial,50643308,8,Villa Soldati,"Fernandez De La Cruz, F., Gral. Av. 4300",-34.6714840780417,-58.4611568219431,02/10/2018,10/06/2019,10,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1209.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1209-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1209-3.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1209-4.jpg,Niro Construcciones S.A.,,,,33588171979,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://documentosboletinoficial.buenosaires.gob.ar/publico/20190627.pdf ,,,
1210,Plan 54 escuelas,Jardin de Infantes Integral N° 16 D.E 5,Finalizada,Escuelas,Ministerio de Educación,Inicial,30899700,4,Barracas,Luna 690,-34.6457702449092,-58.3912502107845,21/05/2018,15/07/2019,14,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1210.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1210-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1210-3.jpg,,,,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://documentosboletinoficial.buenosaires.gob.ar/publico/20190703.pdf ,,,
1212,Plan 54 escuelas,Jardín de Infantes Integral N° 18 D.E. 21,En ejecución,Escuelas,Ministerio de Educación,Inicial,22153127,8,Villa Lugano,Castañares Av. 6500,-34.6148017435,-58.4062002505,02/10/2018,30/07/2020,15,62,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1212.jpg,,,,Iprar,,,,33588171979,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,,,,
1213,Plan 54 escuelas,Escuela Primaria Común N.° 5 D.E. 5,Finalizada,Escuelas,Ministerio de Educación,Primaria,89500372,4,Nueva Pompeya,Santo Domingo 4050,-34.6559786575286,-58.4070012963732,01/08/2018,31/01/2020,17,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1213.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1213-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1213-3.jpg,,AGE Construcciones SRL,,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,,,,
1216,Plan 54 escuelas,Escuela Infantil N.° 6 D.E. 6 «Hospital Ramos Mejía»,Finalizada,Escuelas,Ministerio de Educación,Inicial,78465143,3,Balvanera,Catamarca Y Belgrano Av.,-34.6147987861327,-58.4061997258678,28/08/2018,28/02/2020,18,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1216-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1216-3.jpg,,,Mediterraneo,,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,,,,
1217,Plan 54 escuelas,Jardín de Infantes Integral N.° 15 D.E. 5,Finalizada,Escuelas,Ministerio de Educación,Inicial,44355506,4,Nueva Pompeya,Almafuerte Av. 545,-34.6446906403105,-58.4140101114559,31/01/2018,31/03/2019,14,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1217.jpeg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1217-2.jpeg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1217-3.jpeg,,Cooperativa de Trabajo Greti Ltda,,,,30710961634,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=134990,,,
1219,Plan 54 escuelas,Nueva escuela en Comuna 3,En ejecución,Escuelas,Ministerio de Educación,Inicial,29901593,3,San Cristóbal,Pichincha 1152,-34.6225437737288,-58.3979668946007,04/04/2018,30/11/2020,31,83,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1219.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1219-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1219-3.jpg,,CO SE BA CONSTRUCCIONES Y SERVICIOS BUENOS AIRES S A,,,,30678613033,,,SI,,,https://www.buenosaires.gob.ar/baobras/54-escuelas,,,,
